=== [민생경제과] 시스템: 45,194,563천원 | PDF목표: 33,194,563천원 | 차액: +12,000,000천원 ===
      예산구분                         세부사업명             통계목명                          산출근거명                       산출근거식   예산액_num       정산 상태
985    본예산                     인력운영비(총괄)            기타직보수                       ο고용보험                 17,623,834,704원*1.75%    308418  🔻 소계 중복 제외
986    본예산                     인력운영비(총괄)            기타직보수                       ο산재보험                   934,311,000원*0.888%      8297  🔻 소계 중복 제외
987    본예산                     인력운영비(총괄)            연금부담금                        Ο부담금                                     -  54094040     ✅ 정산 포함
988    본예산                     인력운영비(총괄)            연금부담금                      ο연금부담금                   249,960,900,000원*9%  22496481  🔻 소계 중복 제외
989    본예산                     인력운영비(총괄)            연금부담금                        ο보전금              249,960,900,000원*10.221%  25548504  🔻 소계 중복 제외
990    본예산                     인력운영비(총괄)            연금부담금                    ο퇴직수당부담금               249,960,900,000원*2.165%   5411654  🔻 소계 중복 제외
991    본예산                     인력운영비(총괄)            연금부담금                    ο재해보상부담금               249,960,900,000원*0.255%    637401  🔻 소계 중복 제외
992    본예산                     인력운영비(총괄)          국민건강보험금                Ο국민건강보험료 부담금                                     -   8178910     ✅ 정산 포함
993    본예산                     인력운영비(총괄)          국민건강보험금                       ο건강보험  4,812,750원*3,300명*12월*3.595%*112.95%   7738800  🔻 소계 중복 제외
994    본예산                     인력운영비(총괄)          국민건강보험금                  ο건강보험 연말정산                          440,110,000원    440110  🔻 소계 중복 제외
995    본예산                     인력운영비(총괄)            연금지급금                 Ο임기제공무원 퇴직금                           30,000,000원     30000     ✅ 정산 포함
996    본예산                     인력운영비(총괄)            연금지급금                      Ο연금지급금                                     -    489918     ✅ 정산 포함
997    본예산                     인력운영비(총괄)            연금지급금                      ο사망조위금                    3,711,500원*10명*12월    445380  🔻 소계 중복 제외
